		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
15/12/16	12:00 p	22.0	22.2	22.0	85	19.4	1.8	W	3.22	4.0	SSW	22.0	23.0	23.0	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.076	27.6	55	17.8	28.3	9.85	1.1472	0.03	689	1	100.0	30
15/12/16	12:30 p	22.7	22.8	22.0	83	19.6	1.8	W	3.22	3.6	SW	22.7	23.7	23.7	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.090	27.6	56	18.0	28.4	10.05	1.1466	0.00	688	1	100.0	30
15/12/16	1:00 p	23.4	23.4	22.5	81	19.9	1.8	WSW	3.22	4.5	SW	23.4	24.6	24.6	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.105	27.7	55	17.9	28.5	9.85	1.1460	0.03	685	1	100.0	30
15/12/16	1:30 p	23.9	24.1	23.4	78	19.8	1.8	W	3.22	4.0	W	23.9	25.2	25.2	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.116	27.9	55	18.1	28.8	9.85	1.1446	0.00	690	1	100.0	30
15/12/16	2:00 p	23.6	24.1	23.4	81	20.2	1.8	W	3.22	4.0	WSW	23.6	24.9	24.9	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.110	28.1	55	18.2	29.0	9.85	1.1439	0.03	679	1	99.3	30
15/12/16	2:30 p	22.1	23.7	22.1	84	19.2	2.2	W	4.02	4.9	W	22.1	23.0	23.0	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.078	27.8	55	18.0	28.7	9.85	1.1450	0.00	680	1	99.4	30
15/12/16	3:00 p	21.3	22.1	21.3	86	18.9	1.8	W	3.22	4.0	W	21.3	22.3	22.3	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.063	27.7	55	17.9	28.5	9.85	1.1455	0.03	687	1	100.0	30
15/12/16	3:30 p	21.7	21.7	21.2	86	19.2	1.3	W	2.41	3.6	WSW	21.7	22.7	22.7	---	756.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.069	27.7	55	17.9	28.5	9.85	1.1451	0.00	693	1	100.0	30
15/12/16	4:00 p	21.7	21.9	21.6	85	19.0	0.9	W	1.61	3.1	W	21.7	22.7	22.7	---	756.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.069	27.6	55	17.8	28.3	9.85	1.1454	0.03	694	1	100.0	30
15/12/16	4:30 p	21.5	21.7	21.5	85	18.9	0.9	W	1.61	2.7	SW	21.5	22.4	22.4	---	756.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.066	27.5	55	17.7	28.2	9.85	1.1459	0.00	694	1	100.0	30
15/12/16	5:00 p	21.4	21.6	21.4	86	18.9	0.9	SW	1.61	2.2	WSW	21.4	22.3	22.3	---	756.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.064	27.4	55	17.6	28.1	9.85	1.1463	0.03	686	1	100.0	30
15/12/16	5:30 p	21.0	21.4	21.0	87	18.8	0.9	SW	1.61	2.2	WSW	21.0	21.9	21.9	---	756.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	27.3	56	17.8	28.0	10.05	1.1466	0.00	697	1	100.0	30
15/12/16	6:00 p	20.1	21.0	20.1	90	18.4	0.9	WSW	1.61	2.2	WSW	20.1	21.1	21.1	---	756.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	27.1	56	17.6	27.7	10.05	1.1480	0.03	691	1	100.0	30
15/12/16	6:30 p	19.3	20.1	19.3	93	18.1	0.9	WSW	1.61	2.2	WSW	19.3	20.1	20.1	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.9	56	17.4	27.4	10.05	1.1498	0.00	694	1	100.0	30
15/12/16	7:00 p	19.1	19.3	19.1	94	18.1	0.4	WSW	0.80	1.8	WSW	19.1	19.9	19.9	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	26.8	56	17.3	27.3	10.05	1.1511	0.00	693	1	100.0	30
15/12/16	7:30 p	19.1	19.2	19.1	95	18.2	0.4	W	0.80	1.8	WSW	19.1	19.9	19.9	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.015	26.7	57	17.4	27.2	10.15	1.1516	0.00	695	1	100.0	30
15/12/16	8:00 p	19.2	19.2	19.1	95	18.4	0.4	W	0.80	1.8	SW	19.2	20.1	20.1	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.7	57	17.4	27.2	10.15	1.1521	0.00	672	1	98.2	30
15/12/16	8:30 p	19.2	19.2	19.2	95	18.3	0.0	W	0.00	0.9	W	19.2	20.0	20.0	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	26.7	57	17.4	27.2	10.15	1.1521	0.00	700	1	100.0	30
15/12/16	9:00 p	19.3	19.3	19.2	94	18.3	0.0	WNW	0.00	0.9	WNW	19.3	20.1	20.1	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.6	57	17.4	27.1	10.15	1.1527	0.00	691	1	100.0	30
15/12/16	9:30 p	19.3	19.3	19.3	94	18.3	0.0	WNW	0.00	0.9	WNW	19.3	20.2	20.2	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	26.6	57	17.4	27.1	10.15	1.1529	0.00	687	1	100.0	30
15/12/16	10:00 p	19.4	19.4	19.3	93	18.2	0.0	NE	0.00	1.3	NE	19.4	20.2	20.2	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	26.6	57	17.4	27.1	10.15	1.1528	0.00	679	1	99.3	30
15/12/16	10:30 p	19.4	19.4	19.4	93	18.2	0.0	ENE	0.00	0.9	ENE	19.4	20.2	20.2	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	26.5	57	17.3	27.0	10.16	1.1533	0.00	689	1	100.0	30
15/12/16	11:00 p	19.3	19.4	19.3	93	18.2	0.0	---	0.00	0.0	---	19.3	20.2	20.2	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	26.5	57	17.3	27.0	10.16	1.1532	0.00	686	1	100.0	30
15/12/16	11:30 p	19.3	19.3	19.3	93	18.1	0.0	---	0.00	0.0	---	19.3	20.1	20.1	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.5	57	17.3	27.0	10.16	1.1530	0.00	690	1	100.0	30
16/12/16	12:00 a	19.3	19.3	19.3	93	18.1	0.0	ENE	0.00	0.9	ENE	19.3	20.1	20.1	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.4	57	17.2	26.9	10.17	1.1531	0.00	671	1	98.1	30
16/12/16	12:30 a	19.3	19.3	19.3	92	17.9	0.9	NNE	1.61	1.8	NNE	19.3	20.1	20.1	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.3	57	17.1	26.7	10.18	1.1534	0.00	661	1	96.6	30
16/12/16	1:00 a	19.0	19.3	19.0	93	17.8	0.9	NNE	1.61	2.2	NNE	19.0	19.8	19.8	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.014	26.2	57	17.0	26.6	10.19	1.1536	0.00	649	1	94.9	30
16/12/16	1:30 a	18.7	19.0	18.7	93	17.6	0.4	NNE	0.80	1.3	NNE	18.7	19.4	19.4	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.008	26.2	57	17.0	26.6	10.19	1.1534	0.00	661	1	96.6	30
16/12/16	2:00 a	18.8	18.8	18.6	94	17.8	0.0	---	0.00	0.0	---	18.8	19.5	19.5	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.009	26.2	57	17.0	26.6	10.19	1.1532	0.00	639	1	93.4	30
16/12/16	2:30 a	18.7	18.8	18.7	93	17.5	0.0	NE	0.00	0.9	NNE	18.7	19.4	19.4	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.007	26.1	57	16.9	26.5	10.19	1.1534	0.00	634	1	92.7	30
16/12/16	3:00 a	18.7	18.7	18.6	94	17.7	0.0	---	0.00	0.0	---	18.7	19.4	19.4	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.007	26.1	57	16.9	26.5	10.19	1.1533	0.00	644	1	94.2	30
16/12/16	3:30 a	18.9	18.9	18.7	94	18.0	0.0	---	0.00	0.0	---	18.9	19.7	19.7	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.013	26.1	57	16.9	26.5	10.19	1.1535	0.00	644	1	94.2	30
16/12/16	4:00 a	19.3	19.3	19.0	93	18.1	0.0	NE	0.00	0.4	NE	19.3	20.1	20.1	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	26.1	57	16.9	26.5	10.19	1.1537	0.00	645	1	94.3	30
16/12/16	4:30 a	19.4	19.4	19.3	92	18.1	0.0	NE	0.00	0.9	NE	19.4	20.2	20.2	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	25.9	57	16.8	26.4	10.20	1.1546	0.00	637	1	93.1	30
16/12/16	5:00 a	19.3	19.4	19.3	92	18.0	0.0	NNE	0.00	0.9	NE	19.3	20.2	20.2	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	25.9	57	16.8	26.4	10.20	1.1551	0.00	633	1	92.5	30
16/12/16	5:30 a	19.4	19.4	19.3	92	18.1	0.0	NNE	0.00	1.3	NNE	19.4	20.2	20.2	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	25.9	57	16.8	26.4	10.20	1.1555	0.00	650	1	95.0	30
16/12/16	6:00 a	19.4	19.4	19.4	92	18.1	0.0	W	0.00	0.9	NNE	19.4	20.2	20.2	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	25.9	57	16.8	26.4	10.20	1.1561	0.00	668	1	97.7	30
16/12/16	6:30 a	19.6	19.6	19.4	91	18.0	0.0	N	0.00	1.3	N	19.6	20.4	20.4	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.025	25.9	57	16.8	26.4	10.20	1.1566	0.00	669	1	97.8	30
16/12/16	7:00 a	19.7	19.7	19.6	91	18.2	0.0	W	0.00	1.3	NW	19.7	20.6	20.6	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	26.1	57	16.9	26.5	10.19	1.1561	0.00	665	1	97.2	30
16/12/16	7:30 a	19.8	19.8	19.6	90	18.1	0.0	NE	0.00	1.8	NNE	19.8	20.7	20.7	---	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	26.1	57	16.9	26.5	10.19	1.1564	0.00	652	1	95.3	30
16/12/16	8:00 a	20.1	20.1	19.8	89	18.2	0.0	WSW	0.00	1.3	WSW	20.1	21.0	21.0	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.036	25.9	57	16.8	26.4	10.20	1.1569	0.00	641	1	93.7	30
16/12/16	8:30 a	20.4	20.4	20.1	88	18.4	0.0	WNW	0.00	1.3	W	20.4	21.5	21.5	---	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.044	26.3	57	17.1	26.7	10.18	1.1553	0.00	658	1	96.2	30
16/12/16	9:00 a	21.0	21.0	20.4	87	18.8	0.0	N	0.00	1.8	N	21.0	21.9	21.9	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	26.5	56	17.0	26.9	10.06	1.1543	0.00	659	1	96.3	30
16/12/16	9:30 a	21.7	21.7	21.0	84	18.8	0.0	WSW	0.00	1.3	NNE	21.7	22.6	22.6	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.069	26.8	55	17.0	27.2	9.85	1.1530	0.00	665	1	97.2	30
16/12/16	10:00 a	23.0	23.0	21.7	80	19.4	0.4	WSW	0.80	2.2	NW	23.0	24.1	24.1	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.097	27.2	55	17.4	27.7	9.85	1.1502	0.03	670	1	98.0	30
16/12/16	10:30 a	23.4	23.7	22.9	81	19.9	1.3	WSW	2.41	3.6	W	23.4	24.6	24.6	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.105	27.2	55	17.4	27.7	9.85	1.1500	0.00	686	1	100.0	30
16/12/16	11:00 a	23.8	23.9	23.4	78	19.8	1.8	WSW	3.22	4.0	WSW	23.8	25.1	25.1	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.115	27.4	55	17.6	28.1	9.85	1.1486	0.03	678	1	99.1	30
16/12/16	11:30 a	23.7	24.1	23.6	78	19.7	2.2	WSW	4.02	4.5	SW	23.7	24.9	24.9	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.112	27.5	55	17.7	28.2	9.85	1.1480	0.00	674	1	98.5	30
16/12/16	12:00 p	22.8	23.7	22.7	82	19.6	2.2	WSW	4.02	4.5	W	22.8	23.9	23.9	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.094	27.5	55	17.7	28.2	9.85	1.1477	0.05	673	1	98.4	30
16/12/16	12:30 p	22.9	23.3	22.9	80	19.3	2.2	SW	4.02	4.0	SSW	22.9	23.9	23.9	---	757.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.095	27.5	55	17.7	28.2	9.85	1.1475	0.00	675	1	98.7	30
16/12/16	1:00 p	23.8	23.9	22.8	76	19.3	1.8	SW	3.22	4.0	SW	23.8	24.9	24.9	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.113	27.5	55	17.7	28.2	9.85	1.1471	0.03	676	1	98.8	30
16/12/16	1:30 p	24.1	24.1	23.7	75	19.3	2.2	WSW	4.02	4.0	SW	24.1	25.3	25.3	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.119	27.5	55	17.7	28.2	9.85	1.1469	0.00	680	1	99.4	30
16/12/16	2:00 p	24.2	24.3	23.9	75	19.5	2.2	WSW	4.02	4.5	SW	24.2	25.4	25.4	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.122	27.6	55	17.8	28.3	9.85	1.1460	0.05	676	1	98.8	30
16/12/16	2:30 p	23.7	24.2	23.6	78	19.6	2.2	SW	4.02	4.9	SSW	23.7	24.9	24.9	---	756.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.111	27.5	55	17.7	28.2	9.85	1.1462	0.00	655	1	95.8	30
16/12/16	3:00 p	24.6	24.6	23.7	75	19.8	2.2	SW	4.02	4.9	SW	24.6	25.9	25.9	---	756.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.130	27.3	57	18.1	28.1	10.17	1.1459	0.05	678	1	99.1	30
16/12/16	3:30 p	23.8	24.6	23.3	79	19.9	2.7	SW	4.83	5.4	SW	23.8	25.1	25.1	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.113	27.1	58	18.1	27.8	10.35	1.1465	0.00	688	1	100.0	30
16/12/16	4:00 p	23.4	24.0	23.4	80	19.8	2.2	SW	4.02	4.9	S	23.4	24.6	24.6	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.106	27.4	56	17.9	28.2	10.05	1.1456	0.05	673	1	98.4	30
16/12/16	4:30 p	23.2	23.8	23.2	80	19.6	1.8	SW	3.22	4.5	SW	23.2	24.3	24.3	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.102	27.4	56	17.9	28.2	10.05	1.1456	0.00	673	1	98.4	30
16/12/16	5:00 p	22.9	23.4	22.9	81	19.5	2.2	SW	4.02	4.5	SW	22.9	24.0	24.0	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.096	27.4	56	17.9	28.2	10.05	1.1456	0.03	679	1	99.3	30
16/12/16	5:30 p	22.6	22.9	22.6	83	19.5	1.3	WSW	2.41	3.6	SW	22.6	23.6	23.6	---	756.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.088	27.3	56	17.8	28.0	10.05	1.1463	0.00	683	1	99.9	30
16/12/16	6:00 p	22.4	22.7	22.4	84	19.6	1.3	WSW	2.41	3.1	SSW	22.4	23.4	23.4	---	756.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.084	27.2	56	17.7	27.8	10.05	1.1473	0.03	690	1	100.0	30
16/12/16	6:30 p	21.5	22.4	21.5	88	19.4	1.3	WSW	2.41	3.1	WSW	21.5	22.6	22.6	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.066	27.1	57	17.9	27.8	10.17	1.1480	0.00	692	1	100.0	30
16/12/16	7:00 p	21.0	21.5	21.0	90	19.3	0.4	WSW	0.80	2.2	WSW	21.0	22.1	22.1	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	27.0	57	17.8	27.6	10.16	1.1490	0.03	694	1	100.0	30
16/12/16	7:30 p	20.8	21.1	20.8	92	19.4	0.9	W	1.61	1.8	WSW	20.8	22.0	22.0	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.051	26.9	58	17.9	27.6	10.35	1.1497	0.00	699	1	100.0	30
16/12/16	8:00 p	20.6	20.8	20.6	93	19.4	0.4	W	0.80	1.8	W	20.6	21.8	21.8	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.047	26.9	58	17.9	27.6	10.35	1.1500	0.00	699	1	100.0	30
16/12/16	8:30 p	20.4	20.6	20.4	94	19.4	0.0	W	0.00	0.9	W	20.4	21.7	21.7	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.044	26.8	58	17.8	27.4	10.35	1.1507	0.00	702	1	100.0	30
16/12/16	9:00 p	20.3	20.4	20.3	94	19.3	0.0	W	0.00	0.9	W	20.3	21.4	21.4	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.041	26.8	59	18.1	27.5	10.55	1.1506	0.00	697	1	100.0	30
16/12/16	9:30 p	20.2	20.3	20.2	94	19.2	0.0	---	0.00	0.0	---	20.2	21.3	21.3	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	26.8	59	18.1	27.5	10.55	1.1507	0.00	688	1	100.0	30
16/12/16	10:00 p	20.1	20.2	20.1	95	19.3	0.0	---	0.00	0.0	---	20.1	21.2	21.2	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	26.8	59	18.1	27.5	10.55	1.1508	0.00	676	1	98.8	30
16/12/16	10:30 p	19.9	20.1	19.9	94	18.9	0.0	---	0.00	0.0	---	19.9	20.9	20.9	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	26.7	59	18.0	27.3	10.55	1.1513	0.00	689	1	100.0	30
16/12/16	11:00 p	19.8	19.9	19.8	95	19.0	0.0	---	0.00	0.0	---	19.8	20.8	20.8	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	26.7	59	18.0	27.3	10.55	1.1512	0.00	684	1	100.0	30
16/12/16	11:30 p	19.3	19.8	19.3	95	18.5	0.0	---	0.00	0.0	---	19.3	20.2	20.2	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	26.6	58	17.7	27.2	10.35	1.1515	0.00	693	1	100.0	30
17/12/16	12:00 a	19.3	19.3	19.2	96	18.7	0.0	---	0.00	0.0	---	19.3	20.2	20.2	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	26.6	58	17.7	27.2	10.35	1.1512	0.00	680	1	99.4	30
17/12/16	12:30 a	19.6	19.6	19.3	96	18.9	0.0	W	0.00	0.4	W	19.6	20.5	20.5	---	757.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.025	26.6	58	17.7	27.2	10.35	1.1508	0.00	699	1	100.0	30
17/12/16	1:00 a	19.7	19.7	19.6	96	19.0	0.0	W	0.00	0.9	W	19.7	20.7	20.7	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	26.6	59	17.9	27.3	10.55	1.1502	0.00	693	1	100.0	30
17/12/16	1:30 a	19.6	19.7	19.6	96	19.0	0.0	W	0.00	0.9	W	19.6	20.6	20.6	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.027	26.6	59	17.9	27.3	10.55	1.1502	0.00	688	1	100.0	30
17/12/16	2:00 a	19.6	19.6	19.5	96	18.9	0.0	W	0.00	0.4	W	19.6	20.5	20.5	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.025	26.5	59	17.8	27.1	10.56	1.1505	0.00	681	1	99.6	30
17/12/16	2:30 a	19.4	19.6	19.4	95	18.6	0.0	WNW	0.00	1.3	NW	19.4	20.3	20.3	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.023	26.5	59	17.8	27.1	10.56	1.1503	0.00	685	1	100.0	30
17/12/16	3:00 a	19.6	19.6	19.4	95	18.7	0.0	NNW	0.00	0.9	NNW	19.6	20.5	20.5	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.025	26.4	58	17.5	26.9	10.37	1.1513	0.00	663	1	96.9	30
17/12/16	3:30 a	19.7	19.7	19.5	94	18.7	0.0	N	0.00	0.4	N	19.7	20.6	20.6	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	26.4	58	17.5	26.9	10.37	1.1511	0.00	675	1	98.7	30
17/12/16	4:00 a	19.7	19.7	19.7	93	18.6	0.0	N	0.00	0.4	N	19.7	20.7	20.7	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	26.4	58	17.5	26.9	10.37	1.1514	0.00	663	1	96.9	30
17/12/16	4:30 a	19.7	19.8	19.7	93	18.6	0.0	---	0.00	0.0	---	19.7	20.7	20.7	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	26.4	58	17.5	26.9	10.37	1.1516	0.00	680	1	99.4	30
17/12/16	5:00 a	19.8	19.8	19.7	93	18.6	0.0	---	0.00	0.0	---	19.8	20.7	20.7	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	26.3	58	17.4	26.8	10.38	1.1524	0.00	669	1	97.8	30
17/12/16	5:30 a	19.8	19.8	19.7	92	18.4	0.0	N	0.00	0.4	N	19.8	20.7	20.7	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	26.3	58	17.4	26.8	10.38	1.1527	0.00	670	1	98.0	30
17/12/16	6:00 a	19.9	19.9	19.8	92	18.6	0.0	N	0.00	0.4	N	19.9	20.9	20.9	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.034	26.3	58	17.4	26.8	10.38	1.1532	0.00	674	1	98.5	30
17/12/16	6:30 a	20.1	20.1	19.9	91	18.6	0.0	---	0.00	0.0	---	20.1	21.1	21.1	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	26.4	58	17.5	26.9	10.37	1.1527	0.00	674	1	98.5	30
17/12/16	7:00 a	20.4	20.4	20.1	89	18.5	0.0	N	0.00	1.8	NNE	20.4	21.4	21.4	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.043	26.1	57	16.9	26.5	10.19	1.1547	0.00	669	1	97.8	30
17/12/16	7:30 a	21.0	21.1	20.4	86	18.6	0.4	NNE	0.80	2.2	NNE	21.0	21.9	21.9	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.056	26.2	59	17.5	26.7	10.59	1.1534	0.00	672	1	98.2	30
17/12/16	8:00 a	21.5	21.5	21.0	86	19.1	0.0	WNW	0.00	1.3	S	21.5	22.5	22.5	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.066	26.2	59	17.5	26.7	10.59	1.1533	0.03	682	1	99.7	30
17/12/16	8:30 a	22.7	22.7	21.6	82	19.4	0.4	ESE	0.80	2.2	E	22.7	23.7	23.7	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.090	26.3	60	17.9	26.9	10.78	1.1522	0.00	664	1	97.1	30
17/12/16	9:00 a	22.8	22.8	22.6	84	19.9	0.9	W	1.61	2.2	W	22.8	23.9	23.9	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.093	26.6	59	17.9	27.3	10.55	1.1508	0.03	695	1	100.0	30
17/12/16	9:30 a	23.0	23.1	22.6	83	20.0	1.8	W	3.22	4.5	WSW	23.0	24.1	24.1	---	757.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.097	26.6	60	18.2	27.3	10.75	1.1501	0.00	691	1	100.0	30
17/12/16	10:00 a	22.9	23.2	22.9	82	19.7	2.2	SW	4.02	4.9	WSW	22.9	24.1	24.1	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.096	26.6	60	18.2	27.3	10.75	1.1499	0.03	689	1	100.0	30
17/12/16	10:30 a	23.2	23.6	22.8	82	20.0	2.2	SW	4.02	4.0	WSW	23.2	24.3	24.3	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.102	26.7	60	18.3	27.4	10.75	1.1494	0.00	688	1	100.0	30
17/12/16	11:00 a	22.7	23.3	22.6	83	19.7	2.2	W	4.02	4.5	SW	22.7	23.8	23.8	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.091	26.8	60	18.4	27.6	10.75	1.1484	0.03	695	1	100.0	30
17/12/16	11:30 a	23.4	23.4	22.5	81	19.9	1.8	WSW	3.22	4.0	W	23.4	24.6	24.6	---	756.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.105	26.8	60	18.4	27.6	10.75	1.1482	0.00	696	1	100.0	30
17/12/16	12:00 p	24.1	24.1	23.4	78	20.0	1.8	SW	3.22	4.5	WSW	24.1	25.5	25.5	---	756.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.120	27.2	58	18.2	28.0	10.35	1.1461	0.03	683	1	99.9	30
17/12/16	12:30 p	24.1	24.2	23.8	77	19.8	2.2	SW	4.02	4.9	WSW	24.1	25.4	25.4	---	756.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.120	27.3	57	18.1	28.1	10.17	1.1457	0.00	683	1	99.9	30
