		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
30/06/16	11:30 a	18.6	18.7	18.1	86	16.2	0.4	W	0.80	1.8	SW	18.6	19.1	19.1	---	757.8	0.00	0.0	191	8.21	229	1.6	0.34	1.9	0.000	0.006	21.8	63	14.5	21.8	11.52	1.1744	0.00	692	1	100.0	30
30/06/16	12:00 p	19.1	19.2	18.6	83	16.2	0.4	WSW	0.80	1.8	W	19.1	19.7	19.7	---	757.4	0.00	0.0	239	10.28	264	1.9	0.41	2.1	0.000	0.016	22.1	62	14.5	22.1	11.31	1.1725	0.13	690	1	100.0	30
30/06/16	12:30 p	19.0	19.2	18.9	84	16.2	0.4	WSW	0.80	1.8	SW	19.0	19.6	19.6	---	757.1	0.00	0.0	151	6.49	197	1.3	0.28	1.6	0.000	0.014	22.1	62	14.5	22.1	11.31	1.1721	0.00	689	1	100.0	30
30/06/16	1:00 p	19.1	19.1	19.0	84	16.3	0.9	SW	1.61	2.2	WSW	19.1	19.7	19.7	---	756.8	0.00	0.0	158	6.79	178	1.3	0.28	1.5	0.000	0.016	21.9	63	14.6	21.9	11.52	1.1722	0.10	686	1	100.0	30
30/06/16	1:30 p	18.8	19.2	18.8	84	16.0	1.3	SW	2.41	3.6	S	18.8	19.3	19.3	---	756.6	0.00	0.0	130	5.59	142	1.1	0.24	1.2	0.000	0.009	21.9	63	14.6	21.9	11.52	1.1719	0.00	686	1	100.0	30
30/06/16	2:00 p	18.6	18.8	18.6	84	15.8	1.3	SW	2.41	3.1	SW	18.6	19.1	19.1	---	756.4	0.00	0.0	123	5.29	127	1.0	0.21	1.0	0.000	0.005	21.8	63	14.5	21.8	11.52	1.1722	0.08	671	1	98.1	30
30/06/16	2:30 p	18.6	18.6	18.5	84	15.9	1.3	SW	2.41	2.7	SW	18.6	19.1	19.1	---	756.1	0.00	0.0	115	4.95	118	0.8	0.17	0.9	0.000	0.006	21.8	63	14.5	21.8	11.52	1.1716	0.00	668	1	97.7	30
30/06/16	3:00 p	18.4	18.6	18.4	86	16.0	1.3	SW	2.41	2.7	WSW	18.4	18.9	18.9	---	755.9	0.00	0.0	117	5.03	135	0.8	0.17	0.9	0.000	0.001	21.8	63	14.5	21.8	11.52	1.1714	0.08	663	1	96.9	30
30/06/16	8:00 p	17.5	17.6	17.5	94	16.5	0.0	S	0.00	0.4	SSE	17.5	18.0	18.0	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	20.8	68	14.7	20.9	12.57	1.1773	0.00	250	1	36.5	30
30/06/16	8:30 p	17.6	17.6	17.5	94	16.6	0.0	---	0.00	0.0	---	17.6	18.1	18.1	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.4	66	14.8	21.3	12.14	1.1755	0.00	703	1	100.0	30
30/06/16	9:00 p	17.6	17.6	17.6	94	16.6	0.0	ESE	0.00	0.4	ESE	17.6	18.1	18.1	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.4	65	14.6	21.3	11.85	1.1758	0.00	696	1	100.0	30
30/06/16	9:30 p	17.6	17.6	17.6	94	16.6	0.0	E	0.00	0.4	E	17.6	18.1	18.1	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.4	65	14.6	21.3	11.85	1.1759	0.00	701	1	100.0	30
30/06/16	10:00 p	17.6	17.6	17.6	95	16.8	0.0	---	0.00	0.0	---	17.6	18.1	18.1	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.6	65	14.7	21.5	11.85	1.1753	0.00	675	1	98.7	30
30/06/16	10:30 p	17.5	17.6	17.5	95	16.7	0.0	E	0.00	0.4	E	17.5	18.0	18.0	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.6	65	14.7	21.5	11.85	1.1751	0.00	696	1	100.0	30
30/06/16	11:00 p	17.4	17.6	17.4	95	16.6	0.0	---	0.00	0.0	---	17.4	17.9	17.9	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.019	0.000	21.6	65	14.7	21.5	11.85	1.1749	0.00	700	1	100.0	30
30/06/16	11:30 p	17.3	17.4	17.3	94	16.3	0.0	---	0.00	0.0	---	17.3	17.7	17.7	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.022	0.000	21.6	65	14.7	21.5	11.85	1.1750	0.00	695	1	100.0	30
01/07/16	12:00 a	17.2	17.3	17.2	94	16.2	0.0	---	0.00	0.0	---	17.2	17.6	17.6	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.024	0.000	21.6	65	14.7	21.5	11.85	1.1746	0.00	702	1	100.0	30
01/07/16	12:30 a	17.2	17.3	17.2	94	16.2	0.0	---	0.00	0.0	---	17.2	17.7	17.7	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	21.6	65	14.7	21.5	11.85	1.1744	0.00	692	1	100.0	30
01/07/16	1:00 a	17.2	17.3	17.2	93	16.1	0.0	SSE	0.00	0.4	SSE	17.2	17.7	17.7	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	21.6	65	14.7	21.5	11.85	1.1745	0.00	702	1	100.0	30
01/07/16	1:30 a	17.2	17.2	17.2	94	16.2	0.0	---	0.00	0.0	---	17.2	17.7	17.7	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	21.6	64	14.5	21.4	11.65	1.1746	0.00	697	1	100.0	30
01/07/16	2:00 a	17.2	17.3	17.2	94	16.2	0.0	---	0.00	0.0	---	17.2	17.7	17.7	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	21.4	64	14.3	21.3	11.65	1.1750	0.00	702	1	100.0	30
01/07/16	2:30 a	17.3	17.3	17.2	94	16.3	0.0	---	0.00	0.0	---	17.3	17.7	17.7	---	757.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.022	0.000	21.4	64	14.3	21.3	11.65	1.1751	0.00	698	1	100.0	30
01/07/16	3:00 a	17.1	17.3	17.1	94	16.1	0.0	---	0.00	0.0	---	17.1	17.6	17.6	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.025	0.000	21.4	64	14.3	21.3	11.65	1.1749	0.00	702	1	100.0	30
01/07/16	3:30 a	17.1	17.1	17.1	94	16.1	0.0	W	0.00	0.4	W	17.1	17.4	17.4	---	757.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.027	0.000	21.4	65	14.6	21.3	11.85	1.1745	0.00	675	1	98.7	30
01/07/16	4:00 a	17.0	17.1	17.0	94	16.0	0.0	WNW	0.00	0.9	WNW	17.0	17.4	17.4	---	757.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	65	14.6	21.3	11.85	1.1746	0.00	683	1	99.9	30
01/07/16	4:30 a	17.0	17.1	17.0	94	16.0	0.0	---	0.00	0.0	---	17.0	17.4	17.4	---	757.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	64	14.3	21.3	11.65	1.1752	0.00	661	1	96.6	30
01/07/16	5:00 a	17.0	17.1	17.0	93	15.9	0.0	---	0.00	0.0	---	17.0	17.4	17.4	---	757.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	64	14.3	21.3	11.65	1.1753	0.00	696	1	100.0	30
01/07/16	5:30 a	16.9	17.0	16.9	93	15.8	0.0	---	0.00	0.0	---	16.9	17.3	17.3	---	757.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	21.4	64	14.3	21.3	11.65	1.1755	0.00	697	1	100.0	30
01/07/16	6:00 a	17.0	17.0	16.9	93	15.9	0.0	---	0.00	0.0	---	17.0	17.4	17.4	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	64	14.3	21.3	11.65	1.1759	0.00	702	1	100.0	30
01/07/16	6:30 a	17.0	17.0	17.0	94	16.0	0.0	---	0.00	0.0	---	17.0	17.4	17.4	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	64	14.3	21.2	11.65	1.1762	0.00	698	1	100.0	30
01/07/16	7:00 a	16.9	17.0	16.9	94	16.0	0.0	---	0.00	0.0	---	16.9	17.3	17.3	---	757.9	0.00	0.0	1	0.04	5	0.0	0.00	0.0	0.029	0.000	21.4	64	14.3	21.2	11.65	1.1765	0.00	697	1	100.0	30
01/07/16	7:30 a	17.0	17.0	16.9	93	15.9	0.0	---	0.00	0.0	---	17.0	17.4	17.4	---	758.2	0.00	0.0	9	0.39	12	0.0	0.00	0.0	0.028	0.000	21.4	64	14.3	21.2	11.65	1.1769	0.00	694	1	100.0	30
01/07/16	8:00 a	17.2	17.2	17.0	92	15.9	0.0	---	0.00	0.0	---	17.2	17.6	17.6	---	758.4	0.00	0.0	16	0.69	21	0.0	0.00	0.0	0.024	0.000	21.4	64	14.3	21.2	11.65	1.1773	0.00	673	1	98.4	30
01/07/16	8:30 a	17.3	17.3	17.2	91	15.8	0.0	---	0.00	0.0	---	17.3	17.7	17.7	---	758.7	0.00	0.0	31	1.33	49	0.0	0.00	0.0	0.022	0.000	21.4	64	14.3	21.2	11.65	1.1777	0.00	680	1	99.4	30
01/07/16	9:00 a	17.6	17.6	17.3	89	15.7	0.0	---	0.00	0.0	---	17.6	17.9	17.9	---	758.7	0.00	0.0	56	2.41	83	0.1	0.02	0.5	0.016	0.000	21.4	64	14.3	21.3	11.65	1.1775	0.03	684	1	100.0	30
01/07/16	9:30 a	17.9	17.9	17.6	87	15.7	0.0	WNW	0.00	0.9	WNW	17.9	18.3	18.3	---	758.5	0.00	0.0	95	4.09	98	0.6	0.13	0.7	0.008	0.000	21.4	64	14.3	21.3	11.65	1.1772	0.00	680	1	99.4	30
01/07/16	10:00 a	18.2	18.2	17.9	86	15.8	0.4	NW	0.80	1.8	NNW	18.2	18.6	18.6	---	758.4	0.00	0.0	117	5.03	130	0.8	0.17	0.9	0.003	0.000	21.4	63	14.1	21.2	11.54	1.1773	0.05	690	1	100.0	30
01/07/16	10:30 a	18.4	18.4	18.2	84	15.7	0.4	W	0.80	1.8	NW	18.4	18.9	18.9	---	758.3	0.00	0.0	137	5.89	169	1.0	0.21	1.3	0.000	0.002	21.7	63	14.3	21.5	11.53	1.1760	0.00	688	1	100.0	30
01/07/16	11:00 a	18.8	18.8	18.4	82	15.6	0.0	SW	0.00	1.3	SW	18.8	19.3	19.3	---	758.1	0.00	0.0	156	6.71	181	1.3	0.28	1.4	0.000	0.009	21.7	63	14.3	21.5	11.53	1.1757	0.08	681	1	99.6	30
01/07/16	11:30 a	19.0	19.1	18.8	81	15.7	0.0	W	0.00	1.8	NW	19.0	19.6	19.6	---	758.0	0.00	0.0	142	6.11	149	1.2	0.26	1.3	0.000	0.014	22.1	62	14.4	22.0	11.32	1.1738	0.00	652	1	95.3	30
01/07/16	12:00 p	19.1	19.2	19.0	81	15.8	0.4	W	0.80	1.8	WSW	19.1	19.7	19.7	---	757.8	0.00	0.0	149	6.41	165	1.3	0.28	1.4	0.000	0.016	22.4	62	14.8	22.6	11.30	1.1714	0.08	669	1	97.8	30
01/07/16	12:30 p	19.2	19.2	19.1	79	15.4	0.4	W	0.80	2.7	SW	19.2	19.7	19.7	---	757.6	0.00	0.0	166	7.14	174	1.4	0.30	1.5	0.000	0.017	22.5	61	14.6	22.6	11.15	1.1712	0.00	660	1	96.5	30
01/07/16	1:00 p	19.1	19.3	19.1	79	15.4	0.9	SW	1.61	3.1	WSW	19.1	19.6	19.6	---	757.4	0.00	0.0	159	6.84	183	1.3	0.28	1.5	0.000	0.016	22.7	61	14.8	22.9	11.13	1.1698	0.10	677	1	99.0	30
01/07/16	1:30 p	19.4	19.4	19.1	78	15.5	0.4	WSW	0.80	2.2	SW	19.4	19.9	19.9	---	757.1	0.00	0.0	198	8.52	225	1.6	0.34	1.8	0.000	0.022	22.6	60	14.5	22.7	11.00	1.1703	0.00	690	1	100.0	30
01/07/16	2:00 p	19.3	19.4	19.2	80	15.7	1.3	SW	2.41	3.1	SSW	19.3	19.8	19.8	---	756.9	0.00	0.0	217	9.33	232	1.6	0.34	1.7	0.000	0.020	22.6	60	14.5	22.7	11.00	1.1699	0.13	684	1	100.0	30
01/07/16	2:30 p	19.3	19.3	19.1	80	15.7	1.3	SW	2.41	3.6	SW	19.3	19.8	19.8	---	756.6	0.00	0.0	213	9.16	230	1.4	0.30	1.6	0.000	0.020	22.6	60	14.5	22.7	11.00	1.1695	0.00	676	1	98.8	30
01/07/16	3:00 p	19.1	19.3	19.1	80	15.6	1.8	SW	3.22	3.1	SSW	19.1	19.7	19.7	---	756.5	0.00	0.0	170	7.31	181	1.1	0.24	1.2	0.000	0.016	22.5	60	14.3	22.6	11.00	1.1697	0.13	681	1	99.6	30
01/07/16	3:30 p	18.9	19.1	18.9	82	15.7	1.3	SW	2.41	3.1	SSW	18.9	19.4	19.4	---	756.3	0.00	0.0	154	6.62	167	0.8	0.17	1.0	0.000	0.012	22.4	60	14.3	22.5	11.00	1.1697	0.00	667	1	97.5	30
01/07/16	4:00 p	18.7	18.9	18.6	85	16.1	1.8	SW	3.22	3.6	WSW	18.7	19.2	19.2	---	756.2	0.00	0.0	123	5.29	144	0.6	0.13	0.7	0.000	0.008	22.3	61	14.4	22.4	11.16	1.1699	0.10	673	1	98.4	30
01/07/16	4:30 p	18.5	18.7	18.4	84	15.7	1.3	SW	2.41	3.1	SW	18.5	18.9	18.9	---	756.5	0.00	0.0	88	3.78	109	0.1	0.02	0.5	0.000	0.003	22.3	61	14.4	22.4	11.16	1.1703	0.00	675	1	98.7	30
01/07/16	5:00 p	18.3	18.6	18.3	86	15.9	1.3	SW	2.41	2.7	WSW	18.3	18.8	18.8	---	756.7	0.00	0.0	63	2.71	90	0.0	0.00	0.0	0.000	0.000	22.2	61	14.3	22.2	11.17	1.1712	0.05	673	1	98.4	30
01/07/16	5:30 p	18.0	18.3	18.0	88	16.0	0.9	SW	1.61	2.2	WSW	18.0	18.4	18.4	---	756.9	0.00	0.0	21	0.90	33	0.0	0.00	0.0	0.007	0.000	22.1	62	14.5	22.1	11.31	1.1718	0.00	649	1	94.9	30
01/07/16	6:00 p	17.8	18.0	17.8	90	16.2	0.9	SW	1.61	2.2	SW	17.8	18.3	18.3	---	757.3	0.00	0.0	2	0.09	9	0.0	0.00	0.0	0.010	0.000	21.9	62	14.3	21.9	11.32	1.1732	0.03	651	1	95.2	30
01/07/16	6:30 p	17.7	17.8	17.7	90	16.0	0.9	SW	1.61	2.2	SW	17.7	18.1	18.1	---	757.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	62	14.2	21.7	11.32	1.1741	0.00	645	1	94.3	30
01/07/16	7:00 p	17.7	17.7	17.7	91	16.2	0.4	SW	0.80	1.8	SW	17.7	18.1	18.1	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	63	14.5	21.8	11.52	1.1744	0.00	672	1	98.2	30
01/07/16	7:30 p	17.7	17.7	17.6	92	16.4	0.4	SW	0.80	1.8	SW	17.7	18.2	18.2	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	63	14.5	21.8	11.52	1.1750	0.00	657	1	96.1	30
01/07/16	8:00 p	17.7	17.7	17.7	92	16.4	0.4	SW	0.80	2.2	SSW	17.7	18.2	18.2	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	63	14.5	21.8	11.52	1.1755	0.00	656	1	95.9	30
01/07/16	8:30 p	17.7	17.7	17.7	93	16.5	0.0	SW	0.00	1.8	SW	17.7	18.2	18.2	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	63	14.5	21.8	11.52	1.1756	0.00	661	1	96.6	30
01/07/16	9:00 p	17.7	17.7	17.7	93	16.5	0.4	SSW	0.80	2.2	SSW	17.7	18.2	18.2	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	21.8	63	14.5	21.8	11.52	1.1759	0.00	663	1	96.9	30
01/07/16	9:30 p	17.6	17.7	17.6	93	16.4	0.4	SW	0.80	1.3	SW	17.6	18.1	18.1	---	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	63	14.5	21.8	11.52	1.1762	0.00	653	1	95.5	30
01/07/16	10:00 p	17.6	17.6	17.6	94	16.6	0.0	SW	0.00	1.8	WSW	17.6	18.1	18.1	---	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.8	63	14.5	21.8	11.52	1.1762	0.00	651	1	95.2	30
01/07/16	10:30 p	17.6	17.6	17.6	94	16.6	0.0	SW	0.00	0.4	SW	17.6	18.1	18.1	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	21.8	63	14.5	21.8	11.52	1.1760	0.00	645	1	94.3	30
01/07/16	11:00 p	17.6	17.6	17.5	93	16.4	0.0	SW	0.00	0.4	SW	17.6	18.1	18.1	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	63	14.5	21.8	11.52	1.1757	0.00	654	1	95.6	30
01/07/16	11:30 p	17.5	17.6	17.5	93	16.4	0.0	SW	0.00	0.4	SW	17.5	17.9	17.9	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	63	14.5	21.8	11.52	1.1754	0.00	677	1	99.0	30
02/07/16	12:00 a	17.6	17.6	17.5	94	16.6	0.0	---	0.00	0.0	---	17.6	18.1	18.1	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	64	14.7	21.7	11.65	1.1755	0.00	685	1	100.0	30
02/07/16	12:30 a	17.5	17.6	17.5	94	16.5	0.0	SW	0.00	0.4	SW	17.5	18.0	18.0	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	64	14.7	21.7	11.65	1.1754	0.00	664	1	97.1	30
02/07/16	1:00 a	17.5	17.6	17.5	94	16.5	0.0	---	0.00	0.0	---	17.5	18.0	18.0	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	64	14.7	21.7	11.65	1.1754	0.00	677	1	99.0	30
02/07/16	1:30 a	17.5	17.5	17.4	93	16.4	0.0	N	0.00	0.4	N	17.5	17.9	17.9	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	64	14.7	21.8	11.65	1.1751	0.00	672	1	98.2	30
02/07/16	2:00 a	17.4	17.5	17.4	92	16.1	0.0	---	0.00	0.0	---	17.4	17.9	17.9	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.019	0.000	21.8	64	14.7	21.7	11.65	1.1756	0.00	672	1	98.2	30
02/07/16	2:30 a	17.6	17.6	17.4	92	16.2	0.0	---	0.00	0.0	---	17.6	18.0	18.0	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	21.8	64	14.7	21.7	11.65	1.1754	0.00	671	1	98.1	30
02/07/16	3:00 a	17.5	17.6	17.5	92	16.2	0.0	---	0.00	0.0	---	17.5	17.9	17.9	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	21.8	64	14.7	21.7	11.65	1.1752	0.00	677	1	99.0	30
02/07/16	3:30 a	17.4	17.5	17.4	92	16.1	0.0	---	0.00	0.0	---	17.4	17.9	17.9	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.019	0.000	21.8	63	14.4	21.7	11.53	1.1756	0.00	654	1	95.6	30
02/07/16	4:00 a	17.4	17.4	17.4	92	16.1	0.0	---	0.00	0.0	---	17.4	17.8	17.8	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.020	0.000	21.8	63	14.4	21.7	11.53	1.1758	0.00	685	1	100.0	30
02/07/16	4:30 a	17.4	17.4	17.4	92	16.1	0.0	---	0.00	0.0	---	17.4	17.8	17.8	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.020	0.000	21.8	64	14.7	21.7	11.65	1.1755	0.00	667	1	97.5	30
02/07/16	5:00 a	17.3	17.4	17.3	92	16.0	0.0	---	0.00	0.0	---	17.3	17.8	17.8	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.021	0.000	21.8	63	14.4	21.7	11.53	1.1761	0.00	680	1	99.4	30
02/07/16	5:30 a	17.4	17.4	17.3	93	16.2	0.0	---	0.00	0.0	---	17.4	17.8	17.8	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.020	0.000	21.8	63	14.4	21.7	11.53	1.1763	0.00	670	1	98.0	30
02/07/16	6:00 a	17.3	17.4	17.3	93	16.2	0.0	---	0.00	0.0	---	17.3	17.8	17.8	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.021	0.000	21.7	64	14.6	21.6	11.65	1.1763	0.00	667	1	97.5	30
02/07/16	6:30 a	17.3	17.3	17.3	94	16.3	0.0	---	0.00	0.0	---	17.3	17.7	17.7	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.022	0.000	21.7	64	14.6	21.6	11.65	1.1766	0.00	658	1	96.2	30
02/07/16	7:00 a	17.4	17.4	17.3	94	16.4	0.0	---	0.00	0.0	---	17.4	17.8	17.8	---	759.1	0.00	0.0	7	0.30	16	0.0	0.00	0.0	0.020	0.000	21.8	64	14.7	21.7	11.65	1.1764	0.00	670	1	98.0	30
02/07/16	7:30 a	17.4	17.5	17.4	93	16.3	0.0	---	0.00	0.0	---	17.4	17.9	17.9	---	759.3	0.00	0.0	25	1.08	53	0.0	0.00	0.0	0.019	0.000	21.8	63	14.4	21.7	11.53	1.1770	0.00	656	1	95.9	30
02/07/16	8:00 a	17.7	17.7	17.4	92	16.4	0.0	---	0.00	0.0	---	17.7	18.2	18.2	---	759.4	0.00	0.0	44	1.89	62	0.0	0.00	0.0	0.013	0.000	21.8	63	14.5	21.8	11.52	1.1768	0.03	677	1	99.0	30
02/07/16	8:30 a	18.4	18.4	17.7	90	16.7	0.0	---	0.00	0.0	---	18.4	18.9	18.9	---	759.6	0.00	0.0	94	4.04	137	0.2	0.04	0.5	0.000	0.001	22.1	63	14.7	22.1	11.52	1.1760	0.00	675	1	98.7	30
02/07/16	9:00 a	18.8	18.8	18.4	87	16.6	0.0	W	0.00	0.4	WSW	18.8	19.4	19.4	---	759.7	0.00	0.0	130	5.59	156	0.6	0.13	0.7	0.000	0.009	22.1	63	14.7	22.2	11.51	1.1760	0.05	654	1	95.6	30
02/07/16	9:30 a	19.3	19.3	18.8	85	16.7	0.0	W	0.00	1.8	W	19.3	19.9	19.9	---	759.9	0.00	0.0	138	5.93	197	0.8	0.17	0.9	0.000	0.020	22.2	62	14.6	22.3	11.31	1.1760	0.00	655	1	95.8	30
02/07/16	10:00 a	18.9	19.3	18.8	86	16.5	0.4	SW	0.80	2.2	SSW	18.9	19.6	19.6	---	760.1	0.00	0.0	117	5.03	151	0.7	0.15	0.9	0.000	0.013	22.2	62	14.6	22.3	11.31	1.1762	0.08	652	1	95.3	30
02/07/16	10:30 a	19.2	19.3	18.9	84	16.5	0.4	WSW	0.80	1.8	SSW	19.2	19.8	19.8	---	759.8	0.00	0.0	167	7.18	221	1.2	0.26	1.5	0.000	0.019	22.3	62	14.7	22.4	11.31	1.1752	0.00	654	1	95.6	30
02/07/16	11:00 a	19.6	19.7	19.2	83	16.6	0.4	SW	0.80	2.2	SW	19.6	20.3	20.3	---	759.7	0.00	0.0	171	7.35	253	1.4	0.30	1.7	0.000	0.027	22.5	62	14.9	22.7	11.30	1.1741	0.10	653	1	95.5	30
02/07/16	11:30 a	19.7	19.8	19.6	82	16.5	0.9	WSW	1.61	3.1	SSW	19.7	20.4	20.4	---	759.5	0.00	0.0	218	9.38	369	1.7	0.36	2.3	0.000	0.028	22.7	61	14.8	22.9	11.13	1.1730	0.00	656	1	95.9	30
02/07/16	12:00 p	19.9	19.9	19.5	81	16.5	1.3	SW	2.41	4.0	W	19.9	20.6	20.6	---	759.4	0.00	0.0	214	9.20	297	1.7	0.36	2.2	0.000	0.032	22.7	61	14.8	22.9	11.13	1.1729	0.13	654	1	95.6	30
02/07/16	12:30 p	19.7	20.1	19.7	82	16.6	1.3	WSW	2.41	3.1	W	19.7	20.4	20.4	---	759.3	0.00	0.0	253	10.88	334	1.9	0.41	2.4	0.000	0.029	22.9	61	15.0	23.2	11.12	1.1718	0.00	664	1	97.1	30
02/07/16	1:00 p	19.9	20.0	19.7	81	16.6	0.9	WSW	1.61	2.7	WSW	19.9	20.7	20.7	---	758.9	0.00	0.0	254	10.92	285	1.9	0.41	2.2	0.000	0.034	23.0	60	14.8	23.3	10.98	1.1710	0.15	659	1	96.3	30
02/07/16	1:30 p	19.8	20.1	19.7	81	16.5	1.3	WSW	2.41	3.1	WSW	19.8	20.6	20.6	---	758.5	0.00	0.0	247	10.62	374	1.9	0.41	2.5	0.000	0.031	23.0	60	14.8	23.3	10.98	1.1703	0.00	653	1	95.5	30
02/07/16	2:00 p	19.9	20.1	19.8	82	16.7	1.8	SW	3.22	3.6	S	19.9	20.6	20.6	---	758.3	0.00	0.0	280	12.04	357	2.0	0.43	2.7	0.000	0.032	23.4	60	15.2	23.8	10.97	1.1680	0.18	659	1	96.3	30
02/07/16	2:30 p	19.9	20.0	19.8	81	16.6	1.3	WSW	2.41	3.6	WSW	19.9	20.7	20.7	---	758.0	0.00	0.0	287	12.34	415	1.7	0.36	2.1	0.000	0.034	23.5	59	15.0	23.9	10.78	1.1674	0.00	663	1	96.9	30
02/07/16	3:00 p	19.9	20.1	19.8	82	16.7	1.8	WSW	3.22	3.6	SW	19.9	20.6	20.6	---	757.8	0.00	0.0	304	13.07	468	1.5	0.32	2.0	0.000	0.032	23.7	59	15.2	24.1	10.77	1.1662	0.18	660	1	96.5	30
02/07/16	3:30 p	19.9	19.9	19.8	82	16.7	1.3	WSW	2.41	3.6	WSW	19.9	20.6	20.6	---	757.8	0.00	0.0	253	10.88	464	1.0	0.21	1.6	0.000	0.032	23.6	59	15.1	23.9	10.77	1.1668	0.00	652	1	95.3	30
02/07/16	4:00 p	19.6	20.0	19.5	83	16.6	0.9	SW	1.61	2.7	SW	19.6	20.3	20.3	---	757.7	0.00	0.0	167	7.18	200	0.6	0.13	0.8	0.000	0.025	23.4	59	14.9	23.7	10.79	1.1674	0.13	647	1	94.6	30
02/07/16	4:30 p	19.2	19.6	19.2	84	16.4	1.8	SW	3.22	3.6	SW	19.2	19.8	19.8	---	757.7	0.00	0.0	140	6.02	200	0.3	0.06	0.5	0.000	0.017	23.2	60	15.0	23.5	10.98	1.1682	0.00	668	1	97.7	30
02/07/16	5:00 p	18.6	19.2	18.6	86	16.2	1.8	SW	3.22	3.6	SW	18.6	19.1	19.1	---	758.0	0.00	0.0	72	3.10	123	0.0	0.00	0.0	0.000	0.006	22.8	60	14.6	23.0	10.99	1.1707	0.08	663	1	96.9	30
